review,Label
لا استطيع تسجيل دخولي يوجد مشكله لو سمحتو ارجو حلها للايفون,bug_report
شكرا لكم من القلب اللعبه مررة جميله واحب العب فيها كثير وشكراا,rating
تطبيق رائع جدآ ويحتاج اكثر من خمسه نجوم والله إبداع,rating
صراحة فخم وفيه خيارات كثيرة لكن لازم جوالك يكون فلاق شيب لان الاجهزة المتوسطة مارح تتحمله عن تجربة يسحب بطارية كثير ولازم المعالج اداءه عالي عشان تستمتع بالايماءات والحركات والنانو يكون ٧ مثلا عشان ما يسحب بطارية بالاضافة الى ان شاحنك يكون شحن سريع لانه صراحة هو العيب الوحيد في نوفا لانشر الزبدة احس كلامي كثير يلا سلام .,rating
التطبيق معلق ولا يعمل بالشكل المطلوب حيث لايسمح لي بتسجيل الدخول للتطبيق,bug_report
عبرت الشط على مودك خليتك على راسي,others
الله يديم الأمن والأمان .. اللهم وفق ولينا و ولآت آمورنا للبر والتقوى وارزقهم الباطنة الصالحه لما تحب وترضى,others
"بطئ
يعلق فجأه
رسوم الإشتراك بالتحميل عاليييه ومبالغ بها جدااا",bug_report
البرنامج يظهر رسالة خطأ عند اضافة الموقع من الخارطة,bug_report
اللعبة جميلة جدا بس في فيها حاجة ان حركاتها مش سريعة انما اللعبة تجنن انصحكوا تجربوها وانا اديها 4 من عشرة من وجهة نظري عشان الحركات بتتعمل بعد ما انت بتعملها وكمان الأفظع هي الأعلانات 😥 لكن اللعبة جميلة فالأخر.,rating
تشتغل الماينكرافت ما تشتغل,bug_report
"تطبيق سهل وممتاز وتأخذ التصريح في ثواني 
اشكر حكومتنا الرشيدة على تسهيل حياتنا قبل واثناء الجائحة  
فجزاهم الله خير",rating
مسليه و حرام,rating
لحد يشتري مافي اي مصداقيه في الدفع يسحبون فلوسك ويسحبو عليك,bug_report
لااستطيع ان اظغط حجز موعد للازم فاشل,bug_report
احلی واروع تطبيق اشوفه في حياتي,rating
هو جدا حلو ولكن مايطلع الصوت الا اذا كنت داخل البرنامج,rating
موقع الصيدلية باللوكيشن للادويه المقيده للمريض الي يصرف شهريا ضروري لصحته النفسيه وشكرا,improvement_request
مشكله في أخر تحديث ، لا تبدا اللعبه وتعلق على شاشة البدايه,bug_report
لقد عادت اللعبة رائعة كما كانت في السابق وفتحها سهل نتمنى ان يستمر هذا الوضع ديمن,rating
التطبي عندي ما ينزل ليش الرجاء الرد بسرعة,bug_report
بصراحة البرنامج بطل حتى مع اعلامات الفانتوم وغيره,rating
يجنن حلو وانا تطفلي وانا تسلم عليه و بس,rating
التطبيق لا يعمل ولا يستقبل رسائل .. تطبيق زي الزفت,rating
غزال العبد الله يرحمه ويسكنه فسيح جناته,others
روعة و جميل جداً و عملي,rating
بي العكس انصح الكل يحملو التتطبيق مراا يجنن الصراحه انا طلبها امس واليوم الي بعده جاء يعني والله انواء يستاهل نجووم100% والسعر مرااا مناسب يعني اﻻسعار حلوه مرااا,rating
"برنامج فاشل وكلها كذب في كذب وانصح الجميع عدم الاشتراك في حسابهم برنامج سيئ للغاية يوهموك اذا دفعت مبلغ نزيد لك من اعجابات كذابين ونصابين 
من الان الجميع حذف حسابهم",rating
صايره تعلق كثيرررر وتطلع من للعبه كل قيم,bug_report
ابرامج ضعيف في فتحه ممكن تسرع وحل المشاكل,bug_report
"التحديث الاخير سيئ
اذا سويت مشاركة الشاشه عشان اشارك الطلاب صورة الكتاب يعلق 
التحديث اللي قبله ممتاز ومايعلق",bug_report
كود على الجوال تبن,rating
"السلام عليكم للآسف نري أن هذا البرنامج يركز في الجوانب المادية {المالية} و 
الإباحية أكثر تركيزا من جوانب تعلم اللغات الاجنبية و لا تتوفر أي باقات 
تعليمية داخل التطبيق ويعتبر التطبيق بالعلوم بل يختبرك وأريد حظر بعض الصور 
الإباحية التي لا يرضيني والتحريض الله وأقول كفاكم هذا اتقوا الله فأنتم قوم 
قاسية قلوبكم",rating
السلام عليكم ورحمة الله وبركاته ... يلى تتذمرون وتزعلون على الخصم من حساب المواطن ...اول شئ ليس لنا حق في حساب المواطن من عند الدوله اعطوني دوله تعطي مواطنيها حساب مواطن وحافز وغيرها إلى بيزعل ولا بيعترض يعترض ويزعل على شي من حقه من عرق جبينه راتب من عمله ليس لنا حق في حساب المواطن حتى ولو الغي حقهم واخذوه وجزاهم الله كل خير ...وانا مواطن مثلكم وانخصم منى لاكن الباقي يشكرون عليه,others
نتمنى اضافة مزيد من القنوات,improvement_request
"شكراً على البرنامج الرائع 

بس لو انه برقم السجل مو برقم الحساب",improvement_request
الاسعار في التوصيل مرتفعة,rating
مشكلته بيعمل توقف للاميل والسبب كثره الابلاغات وانا مش بفتحه اصلا,bug_report
"فكرة التطبيق ممتازة جداً 
يحتاج اضافة المزيد من الادوية
التطوير المستمر
الترويج له بشكل أكبر للوصول والاستفادة منه
لاكبر عدد من المواطنين منه",improvement_request
بعد تعبئة المطلوب يقف او يفصل ويختفي ولا يقبل الشكاوي وهذه مشكلة في التطبيق منذ حدود سنة دون تصحيح المشكله وهذا يدل على حجم الفساد وعليهم من الله مايستحقون بلا سموحه ولا غفران,bug_report
لا يحتاج الى تعديلات,rating
قل هاي التطبيق الذي كنت أبحث عنه جميل جدا,rating
بس لحضه لحضه شنو هاي الصار ويايا اني صارلي كووووووومه العب ملكه الموضى واصله مستوى ٢٤ ونزلت العبه الانكليزيه وصارت مالتي العبه العربيه نفس الشكل مال الانكليزيه بليز قول لي شنو اسوي راح اموت اخاف مالتي خربت😭😭😭😭😭😭😭😭😭😭😭😭😭😭,bug_report
اذا اخترت تسجيل جديد   يخرجني من التطبيق,bug_report
التطبيق صار له يومين لا يعمل ؟؟؟,bug_report
انها جميلة جدا رائعة جدا انصح كم تحملوها,rating
"وفقكم الله

نريد المزيد من القراء",improvement_request
السلام عليكم المشكله ان انا شابكه الشبكه ويطلعني وش اسوي اول مره دخلت العبه كان كل شي حلو بعدها صار مو حلو طبعن بتقولون من الأيباد وهو الأيباد جديد ولاكن بعطيه خمسه نجوم,bug_report
اسمعو انا ودي لو تخلون ان الشخص اذا طلع عشر ثواني اذا مارجع يطرده اكثر الناس يدخلون ويتركون اللعب للكمبيوتر وهاذا يضايق,improvement_request
